NO_ASET,SUB_ASET,NO_ITEM,RINCIAN,NO_POLIS,TGL_POLIS,PREMI,KETERANGAN_ASURANSI,ALASAN_ASURANSI,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,STATUS,PERIODE,TAHUN,NO_ASURANSI,SCAN
120508000412,0,1,,1002.22.002.4.00001-1/00,Mon Jan 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),20000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11232023084423655eae77ef221.pdf
120508000413,0,1,,1002.22.002.4.00001-1/00,Mon Jan 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),20000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11232023085538655eb11a80b47.pdf
120505002238,0,1,,0903.23.001.4.00001-8/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),620290,Yang di Asuransi Mesin Genset 250 KVA,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11232023142308655efddce4557.pdf
120504001306,0,1,Contractors Plant Machinery (CPM),0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CPM PT PELINDO REGIONAL 4_compressed_compressed20231127112608.pdf
120508000420,0,1,,0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),7276722,31 DESEMBER 2023,,,,,,1,6,2023,1,
120506001527,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202309313565542d8722afe.pdf
120504001373,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,"awal 31 desember 2022
akhir 31 desember 2023",,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202311343165544a57bb169.pdf
120506001549,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202311413465544bfe1aace.pdf
120506001553,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202311461065544d12d6084.pdf
120506001554,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202311480565544d85cb4df.pdf
120403000002,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Kebijakan manajemen,,,,,1,6,2023,1,
120506002792,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Kebijakan manajemen,,,,,1,6,2023,1,
120506001688,0,1,,010322022400001100,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31/12/2022 sd 31/12/2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11152023123238655457f6f3f2e.pdf
120506002794,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Kebijakan manajemen,,,,,1,6,2023,1,
120506001689,0,1,,010322002400001100,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31/12/2022 sd 32/12/2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202312433165545a83b3bca.pdf
120508000444,0,1,,0202.22.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,"Awal 31 Desember 2022
Akhir 31 Desember 2023",,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202314110965546f0d82936.pdf
120502001962,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Olahraga,,,,,1,6,2023,1,
120504001450,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sendiri,,,,,1,6,2023,1,
120505001596,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Dipakai sendiri,,,,,1,6,2023,1,
120501000515,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Aset tanah,,,,,1,6,2023,1,
120501000348,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Bukan Objek Asuransi,,,,,1,6,2023,1,
120401000185,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,TIDAK TERMASUK KATEGORI OBJEK ASURANSI,,,,,1,6,2023,1,
120505001475,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Di Gunakan Sendiri,,,,,1,6,2023,1,
120508000436,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11152023153106655481ca3f067.pdf
120508000373,0,1,,12345,Sun Jan 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),1000000,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11152023153146655481f2094cf.pdf
120501000520,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Aset tanah,,,,,1,6,2023,1,
120504001120,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,TIDAK TERMASUK OBJEK ASURANSI KARENA RUSAK BERAT,,,,,1,6,2023,1,
120506002021,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11132023101605655194f5b592d.pdf
120504001103,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506001584,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120502001667,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002032,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202310403665519ab48e0a4.pdf
120502001663,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120654000009,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231408366551cb7463cb4.pdf
120506001538,0,1,,010222002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),24979763905,31 Desember 2022 sd 31 Desember 2023,,,,,,1,6,2023,2,
120654000010,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231412106551cc4a99cb8.pdf
120505001483,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,TIDAK TERMASUK KATEGORI OBJEK ASURANSI,,,,,1,6,2023,1,
120504001456,0,1,,"1006,22,002,4,00001-1/00",Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),25337203,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231415466551cd22afd24.pdf
120504001110,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231418436551cdd3e5d13.pdf
120506001539,0,1,,010322002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 sd 31 Desember 2023,,,,,,1,6,2023,1,
120504001610,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,belum tercover,,,,,1,6,2023,1,
120504001114,0,1,,"1006,22,002,4,00001-1/00",Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),4406250,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231428196551d01309c17.pdf
120654000011,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231431186551d0c69d2b2.pdf
120506001540,0,1,,010322002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 sd 31 Desember 2023,,,,,,1,6,2023,1,
120508000284,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231434566551d1a00198a.pdf
120509000434,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Umum,,,,,1,6,2023,1,
120506001542,0,1,,010322002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 desember 2022 sd 31 desember 2022,,,,,,1,6,2023,1,
120504001111,0,1,,"1006,22,002,4,00001-1/00",Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),1526830,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231444576551d3f9aa9b8.pdf
120509000435,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Umum,,,,,1,6,2023,1,
120506001546,0,1,,010322002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 desember 2022 sd 31 desember 2023,,,,,,1,6,2023,1,
120654000013,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231519126551dc000a49a.pdf
120509000446,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Umum,,,,,1,6,2023,1,
120506001764,0,1,,0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 DESEMBER 2023,Dipakai sendiri,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231538256551e081f2989.pdf
120509000534,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231539286551e0c07e2cb.pdf
120654000023,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231650146551f156dbc3d.pdf
120654000024,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231651356551f1a784021.pdf
120654000025,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231652556551f1f73a87b.pdf
120502001622,0,1,,90622002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 sd 31 Desember 2023,,,,,,1,6,2023,1,
120504001737,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,31 Desember 2022 s.d 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111420231015356552e65754d4b.pdf
120503000149,0,1,,"1006,22,002,4,00001-1/00",Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2928250,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111420231046586552edb2b786e.pdf
120506001973,0,1,,,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120509000507,0,1,,,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120504001309,0,1,Contractors Plant Machinery (CPM),0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CPM PT PELINDO REGIONAL 4_compressed_compressed20231127112608.pdf
120509000509,0,1,,,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120502001845,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001688,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120654000008,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231337406551c43400bb3.pdf
120505001576,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120506001541,0,1,,010322002400001100,Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 sd 31 Desember 2023,,,,,,1,6,2023,1,
120509000439,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Umum,,,,,1,6,2023,1,
120504001115,0,1,,"1006,22,002,4,00001-1/00",Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),68168,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231511416551da3daa578.pdf
120509000440,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan sebagai Fasilitas Umum,,,,,1,6,2023,1,
120402000017,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120506001747,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Digunakan Untuk Fasilitas Umum,,,,,1,6,2023,1,
120509000526,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231525126551dd684d960.pdf
120654000014,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231527086551dddcb16d7.pdf
120509000527,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231527286551ddf0b6b96.pdf
120509000528,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231529456551de79a2594.pdf
120654000015,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231530246551dea056903.pdf
120654000016,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231532286551df1c41057.pdf
120509000531,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231532296551df1dc9ba2.pdf
120508000484,0,1,,1002.22.002.4.00001,Mon Jan 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),20000000,31 DESEMBER 2022 S.D 31 DESEMBER 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11222023160239655dc3af43aa6.pdf
120509000532,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231534546551dfae32f4b.pdf
120654000017,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231535286551dfd0b5448.pdf
120509000533,0,1,,0103.22.022.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231537226551e042a5ca0.pdf
120654000022,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231645466551f04a6128e.pdf
120654000060,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111420231148406552fc284b71d.pdf
120509000580,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111420231223226553044a709be.pdf
120502002288,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120509000252,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120504001040,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11152023065947655409f3ce1af.pdf
120505001785,0,1,Property All Risks (PAR),0103.23.001.4.00001-8/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),347827712,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,2,storage/dokumen_polis/PAR_compressed20231127095202.pdf
120505002275,0,1,Eartquake (EQ),0102.23.001.4.00001-8/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),434784640,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/PSAGBI_compressed20231127095819.pdf
120506001767,0,1,,0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 DESEMBER 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1115202315501665548648eafde.pdf
120502002946,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Kebijakan manajemen,,,,,1,6,2023,1,
120503000258,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Aset Belum ada pada saat Polis Asuransi Terbit,,,,,1,6,2023,1,
120504001308,0,1,Contractors Plant Machinery (CPM),0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CPM PT PELINDO REGIONAL 4_compressed_compressed20231127112608.pdf
120504001310,0,1,Contractors Plant Machinery (CPM),0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CPM PT PELINDO REGIONAL 4_compressed_compressed20231127112608.pdf
120501000496,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120508000467,0,1,Motor Vehicle (MV),0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS KBM PT PELINDO REGIONAL 4_compressed_compressed20231127112309.pdf
120508000443,0,1,Motor Vehicle (MV),0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS KBM PT PELINDO REGIONAL 4_compressed_compressed20231127112309.pdf
120502002171,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,2,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120504001058,0,1,Contractors Plant Machinery (CPM),0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CPM PT PELINDO REGIONAL 4_compressed_compressed20231127112608.pdf
120502001691,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120503000069,0,1,Marine Hull (MH),0401.22.002.4.00001-1/00,Fri Jan 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),2039414931,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS MARINE HULL PT PELINDO REGIONAL 4_compressed20231127112747.pdf
120505001403,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120504001394,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah ada SK Persetujuan,,,,,1,6,2023,1,
120506001579,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120506001581,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120503000122,0,1,Marine Hull (MH),0401.22.002.4.00001-1/00,Fri Jan 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),2039414931,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS MARINE HULL PT PELINDO REGIONAL 4_compressed20231127112747.pdf
120504001297,0,1,Machinery Breakdown (MB),0903.22.002.4.00001-2/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),83430465,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS MB PT PELINDO REGIONAL 420231127112934.pdf
120503000125,0,1,Marine Hull (MH),0401.22.002.4.00001-1/00,Fri Jan 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),2039414931,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS MARINE HULL PT PELINDO REGIONAL 4_compressed20231127112747.pdf
120501000387,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,tanah,,,,,1,6,2023,1,
120504001790,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,rusak berat,,,,,1,6,2023,1,
120504002285,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002287,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002294,0,1,Property All Risks (PAR),0103.23.011.4.00001-3/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),549403299,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/PAR_ORIGINAL_compressed20231127102015.pdf
120504002281,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002286,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002295,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002278,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120504002290,0,1,Contractors Plant Machinery (CPM),0701.23.011.4.00001-3/00,Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),4034008805,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CPM_ORIGINAL_compressed20231127102155.pdf
120503000260,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,"Aset Rusak, dan sudah diusulhapuskan di tahun 2023",,,,,1,6,2023,1,
120509000786,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120509000790,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120509000795,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120502005146,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
