ASET_KELAS,DIBUAT_OLEH,DIBUAT_TANGGAL,DIEDIT_OLEH,DIEDIT_TGL,DESKRIPSI,KET,CRAETED_DATE,UPDATE_DATE,GROUPASSET_ID,GROUPCLASSES_ID,FLAG
120506,,,,,Bangunan Tempat Beribadah Non Permanen,AT -Bangunan Tempat Beribadah Non Permanen,,,1205,1205061163,1
120506,,,,,Reception Facilities Permanen,AT -Reception Facilities Permanen,,,1205,1205061164,1
120506,,,,,Reception Facilities Semi Permanen,AT -Reception Facilities Semi Permanen,,,1205,1205061165,1
120506,,,,,Gate,AT -Gate,,,1205,1205061166,1
120506,,,,,Bangunan Permanen Lain-Lain,AT -Bangunan Permanen Lain-Lain,,,1205,1205061167,1
120506,,,,,Bangunan Semi Permanen Lain-Lain,AT -Bangunan Semi Permanen Lain-Lain,,,1205,1205061168,1
120507,,,,,Alat Medis dan Perlengkapan RS,AT -Alat Medis dan Perlengkapan RS,,,1205,1205071169,1
120507,,,,,Perlengk. Pmk,AT -Perlengk. Pmk,,,1205,1205071170,1
120507,,,,,Alat Olahraga dan Kesenian,AT -Alat Olahraga dan Kesenian,,,1205,1205071171,1
120507,,,,,Peralatan Lain - Lain,AT -Peralatan Lain - Lain,,,1205,1205071172,1
120508,,,,,Kendaraan Lainnya,AT -Kendaraan Lainnya,,,1205,1205081173,1
120509,,,,,Pagar Pelabuhan Permanen,AT -Pagar Pelabuhan Permanen,,,1205,1205091174,1
120509,,,,,Pagar Pelabuhan Non Permanen,AT -Pagar Pelabuhan Non Permanen,,,1205,1205091175,1
120504,,,,,Mobile Conveyor,AT -Mobile Conveyor,,,1205,1205041176,1
120401,,,,,Tanah,PI -Tanah,,,1204,1204011001,1
120402,,,,,Kolam Pelabuhan,PI -Kolam Pelabuhan,,,1204,1204021002,1
120402,,,,,Dam / Penahan Gelombang,PI -Dam / Penahan Gelombang,,,1204,1204021003,1
120402,,,,,Dermaga,PI -Dermaga,,,1204,1204021004,1
120402,,,,,Fender,PI -Fender,,,1204,1204021005,1
120402,,,,,Tambatan,PI -Tambatan,,,1204,1204021006,1
120402,,,,,Talud,PI -Talud,,,1204,1204021007,1
120402,,,,,Gudang Penumpukan,PI -Gudang Penumpukan,,,1204,1204021008,1
120402,,,,,Lapangan Penumpukan,PI -Lapangan Penumpukan,,,1204,1204021009,1
120403,,,,,Jembatan,PI -Jembatan,,,1204,1204031010,1
120402,,,,,Rail Crane,PI -Rail Crane,,,1204,1204021011,1
120402,,,,,Ponton/Mooring Buoy,PI -Ponton/Mooring Buoy,,,1204,1204021012,1
120402,,,,,Galangan Kapal,PI -Galangan Kapal,,,1204,1204021014,1
120403,,,,,Pagar Pelabuhan,PI -Pagar Pelabuhan,,,1204,1204031043,1
120404,,,,,Lapangan Parkir,PI -Lapangan Parkir,,,1204,1204041053,1
120404,,,,,Taman,PI -Taman,,,1204,1204041055,1
120402,,,,,Pengerukan Kolam,PI -Pengerukan Kolam,,,1204,1204021059,1
120402,,,,,Proteksi Dolphin,PI -Proteksi Dolphin,,,1204,1204021064,1
120402,,,,,Sheet File,PI -Sheet File,,,1204,1204021068,1
120402,,,,,Dermaga Beton,PI -Dermaga Beton,,,1204,1204021069,1
120402,,,,,Dermaga Kayu,PI -Dermaga Kayu,,,1204,1204021071,1
120402,,,,,Dermaga Ponton,PI -Dermaga Ponton,,,1204,1204021072,1
120402,,,,,Dolphin,PI -Dolphin,,,1204,1204021073,1
120402,,,,,Jembatan Roro,PI -Jembatan Roro,,,1204,1204021074,1
120402,,,,,Trestle/Causeway,PI -Trestle/Causeway,,,1204,1204021075,1
120402,,,,,Gudang Penumpukan Semi Permanen,PI -Gudang Penumpukan Semi Permanen,,,1204,1204021078,1
120402,,,,,Kanal,PI -Kanal,,,1204,1204021079,1
120402,,,,,Ponton/Mooring Buoy/Pelampung,PI -Ponton/Mooring Buoy/Pelampung,,,1204,1204021080,1
120402,,,,,Reception Facilities,PI -Reception Facilities,,,1204,1204021081,1
120404,,,,,Pagar Pelabuhan Non Permanen,PI -Pagar Pelabuhan Non Permanen,,,1204,1204041175,1
120601,,,,,Goodwill,ATB -ATB - Goodwill,,,1206,120601120601,0
120602,,,,,Lisensi,ATB -ATB - Lisensi,,,1206,120602120602,0
121003,,,,,Kapal Lain - Lain,KSO -Kapal Lain - Lain,,,1210,1210031083,1
121004,,,,,Fix Jib Crane,KSO -Fix Jib Crane,,,1210,1210041085,1
121004,,,,,Floating Crane,KSO -Floating Crane,,,1210,1210041086,1
121004,,,,,Gantry Jib Crane,KSO -Gantry Jib Crane,,,1210,1210041087,1
121004,,,,,Gantry Luffing Crane,KSO -Gantry Luffing Crane,,,1210,1210041088,1
121004,,,,,Grab Ship Unloader,KSO -Grab Ship Unloader,,,1210,1210041089,1
121004,,,,,Harbour Mobile Crane,KSO -Harbour Mobile Crane,,,1210,1210041090,1
121004,,,,,Harbour Portal Crane,KSO -Harbour Portal Crane,,,1210,1210041091,1
121004,,,,,Mobile Crane,KSO -Mobile Crane,,,1210,1210041092,1
121004,,,,,Quay Container Crane,KSO -Quay Container Crane,,,1210,1210041093,1
121004,,,,,Automatic Rubber Tired Gantry Crane,KSO -Automatic Rubber Tired Gantry Crane,,,1210,1210041094,1
121004,,,,,Automatic Stacking Crane,KSO -Automatic Stacking Crane,,,1210,1210041095,1
121004,,,,,Rail Mounted Gantry Crane,KSO -Rail Mounted Gantry Crane,,,1210,1210041096,1
121004,,,,,Reach Stacker,KSO -Reach Stacker,,,1210,1210041097,1
121004,,,,,Rubber Tyred Gantry Crane,KSO -Rubber Tyred Gantry Crane,,,1210,1210041098,1
121004,,,,,Excavator,KSO -Excavator,,,1210,1210041100,1
121004,,,,,Wheel Loader,KSO -Wheel Loader,,,1210,1210041101,1
121004,,,,,Transteiner,KSO -Transteiner,,,1210,1210041102,1
121004,,,,,Bucket,KSO -Bucket,,,1210,1210041103,1
121004,,,,,Grab,KSO -Grab,,,1210,1210041104,1
121004,,,,,Hopper,KSO -Hopper,,,1210,1210041105,1
121004,,,,,Ramp Door,KSO -Ramp Door,,,1210,1210041106,1
121004,,,,,Mobile Elevator,KSO -Mobile Elevator,,,1210,1210041107,1
121004,,,,,Overhead Crane,KSO -Overhead Crane,,,1210,1210041108,1
121004,,,,,Pallet Mover,KSO -Pallet Mover,,,1210,1210041109,1
121004,,,,,Reach Truck,KSO -Reach Truck,,,1210,1210041110,1
121004,,,,,Translifter,KSO -Translifter,,,1210,1210041111,1
121004,,,,,Dolly System,KSO -Dolly System,,,1210,1210041113,1
121004,,,,,Tronton,KSO -Tronton,,,1210,1210041114,1
121004,,,,,Terminal Tractor,KSO -Terminal Tractor,,,1210,1210041115,1
121004,,,,,Bulldozer,KSO -Bulldozer,,,1210,1210041116,1
121004,,,,,Forklift Sd 5 Ton,KSO -Forklift Sd 5 Ton,,,1210,1210041117,1
121004,,,,,Forklift > 5 Ton,KSO -Forklift > 5 Ton,,,1210,1210041118,1
121004,,,,,Weight Bridge,KSO -Weight Bridge,,,1210,1210041120,1
121004,,,,,Tug Master,KSO -Tug Master,,,1210,1210041121,1
121004,,,,,Skid Steer Loader,KSO -Skid Steer Loader,,,1210,1210041122,1
121004,,,,,Alat Angkut Lainnya,KSO -Alat Angkut Lainnya,,,1210,1210041124,1
121004,,,,,Towing Tructor,KSO -Towing Tructor,,,1210,1210041125,1
121004,,,,,Container Scanner,KSO -Container Scanner,,,1210,1210041126,1
121004,,,,,Road Sweeper,KSO -Road Sweeper,,,1210,1210041127,1
121004,,,,,Mobil Pemadam Kebakaran,KSO -Mobil Pemadam Kebakaran,,,1210,1210041128,1
121004,,,,,Alat Reception Fasilities,KSO -Alat Reception Fasilities,,,1210,1210041129,1
121004,,,,,Truck Tangki Air,KSO -Truck Tangki Air,,,1210,1210041130,1
121004,,,,,Mobil Lift,KSO -Mobil Lift,,,1210,1210041131,1
121004,,,,,Mesin Car Wash,KSO -Mesin Car Wash,,,1210,1210041132,1
121004,,,,,Alat Penunjang Lainnya,KSO -Alat Penunjang Lainnya,,,1210,1210041133,1
121005,,,,,Jaringan Instalasi Air,KSO -Jaringan Instalasi Air,,,1210,1210051134,1
121005,,,,,Motor Pompa,KSO -Motor Pompa,,,1210,1210051135,1
121005,,,,,Bak Reservoir,KSO -Bak Reservoir,,,1210,1210051136,1
121005,,,,,Gardu Listrik,KSO -Gardu Listrik,,,1210,1210051137,1
121005,,,,,Genset,KSO -Genset,,,1210,1210051138,1
121005,,,,,Gardu Set,KSO -Gardu Set,,,1210,1210051139,1
121005,,,,,Lampu Penerangan,KSO -Lampu Penerangan,,,1210,1210051140,1
121005,,,,,Jaringan Instalasi Telkom,KSO -Jaringan Instalasi Telkom,,,1210,1210051141,1
121005,,,,,Sentral Telepon/Pabx,KSO -Sentral Telepon/Pabx,,,1210,1210051142,1
121005,,,,,Rumah Genset,KSO -Rumah Genset,,,1210,1210051143,1
121005,,,,,Instalasi Cctv dan Peralatan,KSO -Instalasi Cctv dan Peralatan,,,1210,1210051144,1
121005,,,,,Instalasi Car Call dan Peralatan,KSO -Instalasi Car Call dan Peralatan,,,1210,1210051145,1
121005,,,,,Instalasi Penangkal Petir dan Peralatan,KSO -Instalasi Penangkal Petir dan Peralatan,,,1210,1210051146,1
121005,,,,,"Instalasi Fire Alarm, Fighting dan Peralatan","KSO -Instalasi Fire Alarm, Fighting dan Peralatan",,,1210,1210051147,1
121006,,,,,Jalan,KSO -Jalan,,,1210,1210061148,1
121006,,,,,Gedung Pertemuan / Sarana Olah Raga,KSO -Gedung Pertemuan / Sarana Olah Raga,,,1210,1210061149,1
121006,,,,,Gudang Persediaan Permanen,KSO -Gudang Persediaan Permanen,,,1210,1210061150,1
121006,,,,,Gudang Persediaan Non Permanen,KSO -Gudang Persediaan Non Permanen,,,1210,1210061151,1
121006,,,,,Bengkel dan Garasi Permanen,KSO -Bengkel dan Garasi Permanen,,,1210,1210061152,1
121006,,,,,Bengkel dan Garasi Non Permanen,KSO -Bengkel dan Garasi Non Permanen,,,1210,1210061153,1
121006,,,,,Terminal Penumpang Permanen,KSO -Terminal Penumpang Permanen,,,1210,1210061154,1
121006,,,,,Terminal Penumpang Non Permanen,KSO -Terminal Penumpang Non Permanen,,,1210,1210061155,1
121006,,,,,Pos Jaga Permanen,KSO -Pos Jaga Permanen,,,1210,1210061156,1
121006,,,,,Pos Jaga Non Permanen,KSO -Pos Jaga Non Permanen,,,1210,1210061157,1
121006,,,,,Rumah Dinas Permanen,KSO -Rumah Dinas Permanen,,,1210,1210061158,1
121006,,,,,Rumah Dinas Non Permanen,KSO -Rumah Dinas Non Permanen,,,1210,1210061159,1
121006,,,,,Bangunan Gudang Persediaan Permanen,KSO -Bangunan Gudang Persediaan Permanen,,,1210,1210061160,1
121006,,,,,Bangunan Gudang Persediaan Non Permanen,KSO -Bangunan Gudang Persediaan Non Permanen,,,1210,1210061161,1
121006,,,,,Bangunan Tempat Beribadah Permanen,KSO -Bangunan Tempat Beribadah Permanen,,,1210,1210061162,1
121006,,,,,Bangunan Tempat Beribadah Non Permanen,KSO -Bangunan Tempat Beribadah Non Permanen,,,1210,1210061163,1
121006,,,,,Reception Facilities Permanen,KSO -Reception Facilities Permanen,,,1210,1210061164,1
121006,,,,,Gate,KSO -Gate,,,1210,1210061166,1
121006,,,,,Bangunan Permanen Lain-Lain,KSO -Bangunan Permanen Lain-Lain,,,1210,1210061167,1
121006,,,,,Bangunan Semi Permanen Lain-Lain,KSO -Bangunan Semi Permanen Lain-Lain,,,1210,1210061168,1
121007,,,,,Alat Medis dan Perlengkapan RS,KSO -Alat Medis dan Perlengkapan RS,,,1210,1210071169,1
121007,,,,,Perlengk. Pmk,KSO -Perlengk. Pmk,,,1210,1210071170,1
121007,,,,,Alat Olahraga dan Kesenian,KSO -Alat Olahraga dan Kesenian,,,1210,1210071171,1
121007,,,,,Peralatan Lain - Lain,KSO -Peralatan Lain - Lain,,,1210,1210071172,1
120504,,,,,Wheel Loader,AT -Wheel Loader,,,1205,1205041101,1
120504,,,,,Transteiner,AT -Transteiner,,,1205,1205041102,1
120504,,,,,Bucket,AT -Bucket,,,1205,1205041103,1
120504,,,,,Grab,AT -Grab,,,1205,1205041104,1
120504,,,,,Hopper,AT -Hopper,,,1205,1205041105,1
120504,,,,,Ramp Door,AT -Ramp Door,,,1205,1205041106,1
120504,,,,,Mobile Elevator,AT -Mobile Elevator,,,1205,1205041107,1
120504,,,,,Pallet Mover,AT -Pallet Mover,,,1205,1205041109,1
120504,,,,,Reach Truck,AT -Reach Truck,,,1205,1205041110,1
120504,,,,,Translifter,AT -Translifter,,,1205,1205041111,1
120504,,,,,Cassette System,AT -Cassette System,,,1205,1205041112,1
120509,,,,,,,,,1205,1205091042,1
120509,,,,,,,,,1205,1205091040,1
120509,,,,,,,,,1205,1205091037,1
120507,,,,,,,,,1205,1205071005,1
120509,,,,,,,,,1205,1205091009,1
120507,,,,,,,,,1205,1205071144,1
120507,,,,,,,,,1205,1205071166,1
120507,,,,,,,,,1205,1205071067,1
120509,,,,,,,,,1205,1205091004,1
120509,,,,,,,,,1205,1205091168,1
120507,,,,,,,,,1205,1205071158,1
120507,,,,,,,,,1205,1205071065,1
120508,,,,,,,,,1205,1205081029,1
120507,,,,,,,,,1205,1205071024,1
120507,,,,,,,,,1205,1205071066,1
120507,,,,,,,,,1205,1205071142,1
120509,,,,,,,,,1205,1205091035,1
120507,,,,,,,,,1205,1205071041,1
120507,,,,,,,,,1205,1205071133,1
120507,,,,,,,,,1205,120507,1
120507,,,,,,,,,1205,1205071123,1
120602,,,,,,,,,1206,1206021150,0
120603,,,,,,,,,1206,1206031150,0
120602,,,,,,,,,1206,1206021046,0
120604,,,,,,,,,1206,1206041033,0
120604,,,,,,,,,1206,1206041150,0
120605,,,,,,,,,1206,1206051009,0
120605,,,,,,,,,1206,1206051007,0
120605,,,,,,,,,1206,1206051006,0
120605,,,,,,,,,1206,1206051053,0
120605,,,,,,,,,1206,1206051034,0
120605,,,,,,,,,1206,1206051011,0
120605,,,,,,,,,1206,1206051054,0
120605,,,,,,,,,1206,1206051055,0
120605,,,,,,,,,1206,1206051001,0
120605,,,,,,,,,1206,1206051059,0
120605,,,,,,,,,1206,1206051004,0
120605,,,,,,,,,1206,1206051164,0
120654,,,,,,,,,1206,1206541156,0
120605,,,,,,,,,1206,1206051069,0
120605,,,,,,,,,1206,1206051101,0
120605,,,,,,,,,1206,1206051174,0
120651,,,,,,,,,1206,1206511001,0
120651,,,,,,,,,1206,1206511010,0
120605,,,,,,,,,1206,1206051176,0
120605,,,,,,,,,1206,1206051162,0
120605,,,,,,,,,1206,1206051134,0
120605,,,,,,,,,1206,1206051079,0
120652,,,,,,,,,1206,1206521008,0
120652,,,,,,,,,1206,120652,0
120651,,,,,,,,,1206,1206511156,0
120605,,,,,,,,,1206,1206051077,0
120652,,,,,,,,,1206,1206521009,0
120652,,,,,,,,,1206,1206521156,0
120605,,,,,,,,,1206,1206051096,0
120652,,,,,,,,,1206,1206521004,0
120652,,,,,,,,,1206,1206521005,0
120652,,,,,,,,,1206,1206521006,0
120652,,,,,,,,,1206,1206521011,0
120605,,,,,,,,,1206,1206051137,0
120652,,,,,,,,,1206,1206521075,0
120652,,,,,,,,,1206,1206521069,0
120652,,,,,,,,,1206,1206521002,0
120605,,,,,,,,,1206,1206051075,0
120605,,,,,,,,,1206,1206051035,0
120605,,,,,,,,,1206,1206051040,0
120605,,,,,,,,,1206,1206051167,0
120605,,,,,,,,,1206,1206051002,0
120605,,,,,,,,,1206,1206051031,0
120605,,,,,,,,,1206,1206051041,0
120605,,,,,,,,,1206,1206051152,0
120605,,,,,,,,,1206,1206051058,0
120605,,,,,,,,,1206,1206051135,0
120605,,,,,,,,,1206,1206051057,0
120605,,,,,,,,,1206,1206051010,0
120605,,,,,,,,,1206,1206051063,0
120605,,,,,,,,,1206,1206051154,0
120605,,,,,,,,,1206,1206051045,0
120605,,,,,,,,,1206,1206051003,0
120605,,,,,,,,,1206,1206051147,0
120605,,,,,,,,,1206,1206051170,0
120605,,,,,,,,,1206,1206051148,0
120605,,,,,,,,,1206,1206051078,0
120654,,,,,,,,,1206,1206541028,0
120654,,,,,,,,,1206,1206541098,0
120654,,,,,,,,,1206,1206541097,0
120654,,,,,,,,,1206,1206541118,0
120654,,,,,,,,,1206,1206541025,0
120654,,,,,,,,,1206,1206541133,0
120654,,,,,,,,,1206,1206541026,0
120656,,,,,,,,,1206,1206561167,0
120656,,,,,,,,,1206,1206561035,0
120657,,,,,,,,,1206,1206571156,0
120658,,,,,,,,,1206,1206581156,0
120654,,,,,,,,,1206,1206541128,0
120654,,,,,,,,,1206,1206541021,0
120658,,,,,,,,,1206,1206581051,0
120654,,,,,,,,,1206,1206541027,0
120655,,,,,,,,,1206,1206551031,0
120659,,,,,,,,,1206,1206591156,0
120656,,,,,,,,,1206,1206561009,0
120659,,,,,,,,,1206,1206591054,0
120654,,,,,,,,,1206,1206541022,0
120659,,,,,,,,,1206,1206591175,0
120659,,,,,,,,,1206,1206591053,0
120655,,,,,,,,,1206,1206551133,0
120655,,,,,,,,,1206,1206551143,0
120655,,,,,,,,,1206,1206551138,0
120655,,,,,,,,,1206,1206551030,0
120655,,,,,,,,,1206,1206551136,0
120656,,,,,,,,,1206,1206561156,0
120656,,,,,,,,,1206,1206561148,0
120656,,,,,,,,,1206,1206561162,0
120655,,,,,,,,,1206,1206551041,0
120655,,,,,,,,,1206,1206551139,0
120655,,,,,,,,,1206,1206551137,0
120656,,,,,,,,,1206,1206561041,0
120656,,,,,,,,,1206,1206561040,0
120657,,,,,,,,,1206,120657,0
120504,,,,,,,,,1205,1205041167,1
120504,,,,,,,,,1205,1205041031,1
120502,,,,,,,,,1205,1205021063,1
120502,,,,,,,,,1205,1205021024,1
120503,,,,,,,,,1205,1205031048,1
120502,,,,,,,,,1205,1205021166,1
120504,,,,,,,,,1205,1205041004,1
120502,,,,,,,,,1205,1205021048,1
120402,,,,,,,,,1204,1204021035,1
120504,,,,,,,,,1205,1205041033,1
120504,,,,,,,,,1205,1205041065,1
120505,,,,,,,,,1205,1205051045,1
120505,,,,,,,,,1205,1205051130,1
120505,,,,,,,,,1205,1205051166,1
120506,,,,,,,,,1205,1205061009,1
120505,,,,,,,,,1205,1205051063,1
120506,,,,,,,,,1205,1205061033,1
120505,,,,,,,,,1205,1205051050,1
120505,,,,,,,,,1205,1205051169,1
120506,,,,,,,,,1205,1205061143,1
120506,,,,,,,,,1205,1205061136,1
120506,,,,,,,,,1205,1205061175,1
120506,,,,,,,,,1205,1205061007,1
120507,,,,,,,,,1205,1205071043,1
120506,,,,,,,,,1205,1205061081,1
120654,,,,,Combined Terminal Tractor,KSO -Combined Terminal Tractor,,,1210,1206541060,1
121002,,,,,Dermaga Baja,KSO -Dermaga Baja,,,1210,1210021070,1
120504,,,,,Fix Jib Crane,AT -Fix Jib Crane,,,1205,1205041085,1
120504,,,,,Mobile Crane,AT -Mobile Crane,,,1205,1205041092,1
120504,,,,,Rubber Tyred Gantry Crane,AT -Rubber Tyred Gantry Crane,,,1205,1205041098,1
120404,,,,,Riol / Selokan,PI -Riol / Selokan,,,1204,1204041054,1
120402,,,,,Dermaga Baja,PI -Dermaga Baja,,,1204,1204021070,1
120402,,,,,Catwalk,PI -Catwalk,,,1204,1204021076,1
120402,,,,,Sarana Bantuan Navigasi,PI -Sarana Bantuan Navigasi,,,1204,1204021082,1
121006,,,,,Reception Facilities Semi Permanen,KSO -Reception Facilities Semi Permanen,,,1210,1210061165,1
