0,1,2,3,4,5,6,7,8,9,10,11
120507,,,,,Alat Medis dan Perlengkapan RS,AT -Alat Medis dan Perlengkapan RS,,,1,1205,1205071169
120507,,,,,Perlengk. Pmk,AT -Perlengk. Pmk,,,1,1205,1205071170
120507,,,,,Alat Olahraga dan Kesenian,AT -Alat Olahraga dan Kesenian,,,1,1205,1205071171
120507,,,,,Peralatan Lain - Lain,AT -Peralatan Lain - Lain,,,1,1205,1205071172
120508,,,,,Kendaraan Lainnya,AT -Kendaraan Lainnya,,,1,1205,1205081173
120509,,,,,Pagar Pelabuhan Permanen,AT -Pagar Pelabuhan Permanen,,,1,1205,1205091174
120509,,,,,Pagar Pelabuhan Non Permanen,AT -Pagar Pelabuhan Non Permanen,,,1,1205,1205091175
120504,,,,,Mobile Conveyor,AT -Mobile Conveyor,,,1,1205,1205041176
120401,,,,,Tanah,PI -Tanah,,,1,1204,1204011001
120402,,,,,Kolam Pelabuhan,PI -Kolam Pelabuhan,,,1,1204,1204021002
120402,,,,,Dam / Penahan Gelombang,PI -Dam / Penahan Gelombang,,,1,1204,1204021003
120402,,,,,Dermaga,PI -Dermaga,,,1,1204,1204021004
120402,,,,,Fender,PI -Fender,,,1,1204,1204021005
120402,,,,,Tambatan,PI -Tambatan,,,1,1204,1204021006
120402,,,,,Talud,PI -Talud,,,1,1204,1204021007
120402,,,,,Gudang Penumpukan,PI -Gudang Penumpukan,,,1,1204,1204021008
120402,,,,,Lapangan Penumpukan,PI -Lapangan Penumpukan,,,1,1204,1204021009
120403,,,,,Jembatan,PI -Jembatan,,,1,1204,1204031010
120402,,,,,Rail Crane,PI -Rail Crane,,,1,1204,1204021011
120402,,,,,Ponton/Mooring Buoy,PI -Ponton/Mooring Buoy,,,1,1204,1204021012
120402,,,,,Galangan Kapal,PI -Galangan Kapal,,,1,1204,1204021014
120403,,,,,Pagar Pelabuhan,PI -Pagar Pelabuhan,,,1,1204,1204031043
120404,,,,,Lapangan Parkir,PI -Lapangan Parkir,,,1,1204,1204041053
120404,,,,,Taman,PI -Taman,,,1,1204,1204041055
120402,,,,,Pengerukan Kolam,PI -Pengerukan Kolam,,,1,1204,1204021059
120402,,,,,Proteksi Dolphin,PI -Proteksi Dolphin,,,1,1204,1204021064
120402,,,,,Sheet File,PI -Sheet File,,,1,1204,1204021068
120402,,,,,Dermaga Beton,PI -Dermaga Beton,,,1,1204,1204021069
120402,,,,,Dermaga Kayu,PI -Dermaga Kayu,,,1,1204,1204021071
120402,,,,,Dermaga Ponton,PI -Dermaga Ponton,,,1,1204,1204021072
120402,,,,,Dolphin,PI -Dolphin,,,1,1204,1204021073
120402,,,,,Jembatan Roro,PI -Jembatan Roro,,,1,1204,1204021074
120402,,,,,Trestle/Causeway,PI -Trestle/Causeway,,,1,1204,1204021075
120402,,,,,Gudang Penumpukan Semi Permanen,PI -Gudang Penumpukan Semi Permanen,,,1,1204,1204021078
120402,,,,,Kanal,PI -Kanal,,,1,1204,1204021079
120402,,,,,Ponton/Mooring Buoy/Pelampung,PI -Ponton/Mooring Buoy/Pelampung,,,1,1204,1204021080
120402,,,,,Reception Facilities,PI -Reception Facilities,,,1,1204,1204021081
120404,,,,,Pagar Pelabuhan Non Permanen,PI -Pagar Pelabuhan Non Permanen,,,1,1204,1204041175
120601,,,,,Goodwill,ATB -ATB - Goodwill,,,0,1206,120601120601
120602,,,,,Lisensi,ATB -ATB - Lisensi,,,0,1206,120602120602
121003,,,,,Kapal Lain - Lain,KSO -Kapal Lain - Lain,,,1,1210,1210031083
121004,,,,,Fix Jib Crane,KSO -Fix Jib Crane,,,1,1210,1210041085
121004,,,,,Floating Crane,KSO -Floating Crane,,,1,1210,1210041086
121004,,,,,Gantry Jib Crane,KSO -Gantry Jib Crane,,,1,1210,1210041087
121004,,,,,Gantry Luffing Crane,KSO -Gantry Luffing Crane,,,1,1210,1210041088
121004,,,,,Grab Ship Unloader,KSO -Grab Ship Unloader,,,1,1210,1210041089
121004,,,,,Harbour Mobile Crane,KSO -Harbour Mobile Crane,,,1,1210,1210041090
121004,,,,,Harbour Portal Crane,KSO -Harbour Portal Crane,,,1,1210,1210041091
121004,,,,,Mobile Crane,KSO -Mobile Crane,,,1,1210,1210041092
121004,,,,,Quay Container Crane,KSO -Quay Container Crane,,,1,1210,1210041093
121004,,,,,Automatic Rubber Tired Gantry Crane,KSO -Automatic Rubber Tired Gantry Crane,,,1,1210,1210041094
121004,,,,,Automatic Stacking Crane,KSO -Automatic Stacking Crane,,,1,1210,1210041095
121004,,,,,Rail Mounted Gantry Crane,KSO -Rail Mounted Gantry Crane,,,1,1210,1210041096
121004,,,,,Reach Stacker,KSO -Reach Stacker,,,1,1210,1210041097
121004,,,,,Rubber Tyred Gantry Crane,KSO -Rubber Tyred Gantry Crane,,,1,1210,1210041098
121004,,,,,Excavator,KSO -Excavator,,,1,1210,1210041100
121004,,,,,Wheel Loader,KSO -Wheel Loader,,,1,1210,1210041101
121004,,,,,Transteiner,KSO -Transteiner,,,1,1210,1210041102
121004,,,,,Bucket,KSO -Bucket,,,1,1210,1210041103
121004,,,,,Grab,KSO -Grab,,,1,1210,1210041104
121004,,,,,Hopper,KSO -Hopper,,,1,1210,1210041105
121004,,,,,Ramp Door,KSO -Ramp Door,,,1,1210,1210041106
121004,,,,,Mobile Elevator,KSO -Mobile Elevator,,,1,1210,1210041107
121004,,,,,Overhead Crane,KSO -Overhead Crane,,,1,1210,1210041108
121004,,,,,Pallet Mover,KSO -Pallet Mover,,,1,1210,1210041109
121004,,,,,Reach Truck,KSO -Reach Truck,,,1,1210,1210041110
121004,,,,,Translifter,KSO -Translifter,,,1,1210,1210041111
121004,,,,,Dolly System,KSO -Dolly System,,,1,1210,1210041113
121004,,,,,Tronton,KSO -Tronton,,,1,1210,1210041114
121004,,,,,Terminal Tractor,KSO -Terminal Tractor,,,1,1210,1210041115
121004,,,,,Bulldozer,KSO -Bulldozer,,,1,1210,1210041116
121004,,,,,Forklift Sd 5 Ton,KSO -Forklift Sd 5 Ton,,,1,1210,1210041117
121004,,,,,Forklift > 5 Ton,KSO -Forklift > 5 Ton,,,1,1210,1210041118
121004,,,,,Weight Bridge,KSO -Weight Bridge,,,1,1210,1210041120
121004,,,,,Tug Master,KSO -Tug Master,,,1,1210,1210041121
121004,,,,,Skid Steer Loader,KSO -Skid Steer Loader,,,1,1210,1210041122
121004,,,,,Alat Angkut Lainnya,KSO -Alat Angkut Lainnya,,,1,1210,1210041124
121004,,,,,Towing Tructor,KSO -Towing Tructor,,,1,1210,1210041125
121004,,,,,Container Scanner,KSO -Container Scanner,,,1,1210,1210041126
121004,,,,,Road Sweeper,KSO -Road Sweeper,,,1,1210,1210041127
121004,,,,,Mobil Pemadam Kebakaran,KSO -Mobil Pemadam Kebakaran,,,1,1210,1210041128
121004,,,,,Alat Reception Fasilities,KSO -Alat Reception Fasilities,,,1,1210,1210041129
121004,,,,,Truck Tangki Air,KSO -Truck Tangki Air,,,1,1210,1210041130
121004,,,,,Mobil Lift,KSO -Mobil Lift,,,1,1210,1210041131
121004,,,,,Mesin Car Wash,KSO -Mesin Car Wash,,,1,1210,1210041132
121004,,,,,Alat Penunjang Lainnya,KSO -Alat Penunjang Lainnya,,,1,1210,1210041133
121005,,,,,Jaringan Instalasi Air,KSO -Jaringan Instalasi Air,,,1,1210,1210051134
121005,,,,,Motor Pompa,KSO -Motor Pompa,,,1,1210,1210051135
121005,,,,,Bak Reservoir,KSO -Bak Reservoir,,,1,1210,1210051136
121005,,,,,Gardu Listrik,KSO -Gardu Listrik,,,1,1210,1210051137
121005,,,,,Genset,KSO -Genset,,,1,1210,1210051138
121005,,,,,Gardu Set,KSO -Gardu Set,,,1,1210,1210051139
121005,,,,,Lampu Penerangan,KSO -Lampu Penerangan,,,1,1210,1210051140
121005,,,,,Jaringan Instalasi Telkom,KSO -Jaringan Instalasi Telkom,,,1,1210,1210051141
121005,,,,,Sentral Telepon/Pabx,KSO -Sentral Telepon/Pabx,,,1,1210,1210051142
121005,,,,,Rumah Genset,KSO -Rumah Genset,,,1,1210,1210051143
121005,,,,,Instalasi Cctv dan Peralatan,KSO -Instalasi Cctv dan Peralatan,,,1,1210,1210051144
121005,,,,,Instalasi Car Call dan Peralatan,KSO -Instalasi Car Call dan Peralatan,,,1,1210,1210051145
121005,,,,,Instalasi Penangkal Petir dan Peralatan,KSO -Instalasi Penangkal Petir dan Peralatan,,,1,1210,1210051146
121005,,,,,"Instalasi Fire Alarm, Fighting dan Peralatan","KSO -Instalasi Fire Alarm, Fighting dan Peralatan",,,1,1210,1210051147
121006,,,,,Jalan,KSO -Jalan,,,1,1210,1210061148
121006,,,,,Gedung Pertemuan / Sarana Olah Raga,KSO -Gedung Pertemuan / Sarana Olah Raga,,,1,1210,1210061149
121006,,,,,Gudang Persediaan Permanen,KSO -Gudang Persediaan Permanen,,,1,1210,1210061150
121006,,,,,Gudang Persediaan Non Permanen,KSO -Gudang Persediaan Non Permanen,,,1,1210,1210061151
121006,,,,,Bengkel dan Garasi Permanen,KSO -Bengkel dan Garasi Permanen,,,1,1210,1210061152
121006,,,,,Bengkel dan Garasi Non Permanen,KSO -Bengkel dan Garasi Non Permanen,,,1,1210,1210061153
121006,,,,,Terminal Penumpang Permanen,KSO -Terminal Penumpang Permanen,,,1,1210,1210061154
121006,,,,,Terminal Penumpang Non Permanen,KSO -Terminal Penumpang Non Permanen,,,1,1210,1210061155
121006,,,,,Pos Jaga Permanen,KSO -Pos Jaga Permanen,,,1,1210,1210061156
121006,,,,,Pos Jaga Non Permanen,KSO -Pos Jaga Non Permanen,,,1,1210,1210061157
121006,,,,,Rumah Dinas Permanen,KSO -Rumah Dinas Permanen,,,1,1210,1210061158
121006,,,,,Rumah Dinas Non Permanen,KSO -Rumah Dinas Non Permanen,,,1,1210,1210061159
121006,,,,,Bangunan Gudang Persediaan Permanen,KSO -Bangunan Gudang Persediaan Permanen,,,1,1210,1210061160
121006,,,,,Bangunan Gudang Persediaan Non Permanen,KSO -Bangunan Gudang Persediaan Non Permanen,,,1,1210,1210061161
121006,,,,,Bangunan Tempat Beribadah Permanen,KSO -Bangunan Tempat Beribadah Permanen,,,1,1210,1210061162
121006,,,,,Bangunan Tempat Beribadah Non Permanen,KSO -Bangunan Tempat Beribadah Non Permanen,,,1,1210,1210061163
121006,,,,,Reception Facilities Permanen,KSO -Reception Facilities Permanen,,,1,1210,1210061164
121006,,,,,Gate,KSO -Gate,,,1,1210,1210061166
121006,,,,,Bangunan Permanen Lain-Lain,KSO -Bangunan Permanen Lain-Lain,,,1,1210,1210061167
121006,,,,,Bangunan Semi Permanen Lain-Lain,KSO -Bangunan Semi Permanen Lain-Lain,,,1,1210,1210061168
121007,,,,,Alat Medis dan Perlengkapan RS,KSO -Alat Medis dan Perlengkapan RS,,,1,1210,1210071169
121007,,,,,Perlengk. Pmk,KSO -Perlengk. Pmk,,,1,1210,1210071170
121007,,,,,Alat Olahraga dan Kesenian,KSO -Alat Olahraga dan Kesenian,,,1,1210,1210071171
121007,,,,,Peralatan Lain - Lain,KSO -Peralatan Lain - Lain,,,1,1210,1210071172
120504,,,,,Wheel Loader,AT -Wheel Loader,,,1,1205,1205041101
120504,,,,,Transteiner,AT -Transteiner,,,1,1205,1205041102
120504,,,,,Bucket,AT -Bucket,,,1,1205,1205041103
120504,,,,,Grab,AT -Grab,,,1,1205,1205041104
120504,,,,,Hopper,AT -Hopper,,,1,1205,1205041105
120504,,,,,Ramp Door,AT -Ramp Door,,,1,1205,1205041106
120504,,,,,Mobile Elevator,AT -Mobile Elevator,,,1,1205,1205041107
120504,,,,,Pallet Mover,AT -Pallet Mover,,,1,1205,1205041109
120504,,,,,Reach Truck,AT -Reach Truck,,,1,1205,1205041110
120504,,,,,Translifter,AT -Translifter,,,1,1205,1205041111
120504,,,,,Cassette System,AT -Cassette System,,,1,1205,1205041112
120509,,,,,,,,,1,1205,1205091042
120509,,,,,,,,,1,1205,1205091040
120509,,,,,,,,,1,1205,1205091037
120507,,,,,,,,,1,1205,1205071005
120509,,,,,,,,,1,1205,1205091009
120507,,,,,,,,,1,1205,1205071144
120507,,,,,,,,,1,1205,1205071166
120507,,,,,,,,,1,1205,1205071067
120509,,,,,,,,,1,1205,1205091004
120509,,,,,,,,,1,1205,1205091168
120507,,,,,,,,,1,1205,1205071158
120507,,,,,,,,,1,1205,1205071065
120508,,,,,,,,,1,1205,1205081029
120507,,,,,,,,,1,1205,1205071024
120507,,,,,,,,,1,1205,1205071066
120507,,,,,,,,,1,1205,1205071142
120509,,,,,,,,,1,1205,1205091035
120507,,,,,,,,,1,1205,1205071041
120507,,,,,,,,,1,1205,1205071133
120507,,,,,,,,,1,1205,120507
120507,,,,,,,,,1,1205,1205071123
120602,,,,,,,,,0,1206,1206021150
120603,,,,,,,,,0,1206,1206031150
120602,,,,,,,,,0,1206,1206021046
120604,,,,,,,,,0,1206,1206041033
120604,,,,,,,,,0,1206,1206041150
120605,,,,,,,,,0,1206,1206051009
120605,,,,,,,,,0,1206,1206051007
120605,,,,,,,,,0,1206,1206051006
120605,,,,,,,,,0,1206,1206051053
120605,,,,,,,,,0,1206,1206051034
120605,,,,,,,,,0,1206,1206051011
120605,,,,,,,,,0,1206,1206051054
120605,,,,,,,,,0,1206,1206051055
120605,,,,,,,,,0,1206,1206051001
120605,,,,,,,,,0,1206,1206051059
120605,,,,,,,,,0,1206,1206051004
120605,,,,,,,,,0,1206,1206051164
120654,,,,,,,,,0,1206,1206541156
120605,,,,,,,,,0,1206,1206051069
120605,,,,,,,,,0,1206,1206051101
120605,,,,,,,,,0,1206,1206051174
120651,,,,,,,,,0,1206,1206511001
120651,,,,,,,,,0,1206,1206511010
120605,,,,,,,,,0,1206,1206051176
120605,,,,,,,,,0,1206,1206051162
120605,,,,,,,,,0,1206,1206051134
120605,,,,,,,,,0,1206,1206051079
120652,,,,,,,,,0,1206,1206521008
120652,,,,,,,,,0,1206,120652
120651,,,,,,,,,0,1206,1206511156
120605,,,,,,,,,0,1206,1206051077
120652,,,,,,,,,0,1206,1206521009
120652,,,,,,,,,0,1206,1206521156
120605,,,,,,,,,0,1206,1206051096
120652,,,,,,,,,0,1206,1206521004
120652,,,,,,,,,0,1206,1206521005
120652,,,,,,,,,0,1206,1206521006
120652,,,,,,,,,0,1206,1206521011
120605,,,,,,,,,0,1206,1206051137
120652,,,,,,,,,0,1206,1206521075
120652,,,,,,,,,0,1206,1206521069
120652,,,,,,,,,0,1206,1206521002
120605,,,,,,,,,0,1206,1206051075
120605,,,,,,,,,0,1206,1206051035
120605,,,,,,,,,0,1206,1206051040
120605,,,,,,,,,0,1206,1206051167
120605,,,,,,,,,0,1206,1206051002
120605,,,,,,,,,0,1206,1206051031
120605,,,,,,,,,0,1206,1206051041
120605,,,,,,,,,0,1206,1206051152
120605,,,,,,,,,0,1206,1206051058
120605,,,,,,,,,0,1206,1206051135
120605,,,,,,,,,0,1206,1206051057
120605,,,,,,,,,0,1206,1206051010
120605,,,,,,,,,0,1206,1206051063
120605,,,,,,,,,0,1206,1206051154
120605,,,,,,,,,0,1206,1206051045
120605,,,,,,,,,0,1206,1206051003
120605,,,,,,,,,0,1206,1206051147
120605,,,,,,,,,0,1206,1206051170
120605,,,,,,,,,0,1206,1206051148
120605,,,,,,,,,0,1206,1206051078
120654,,,,,,,,,0,1206,1206541028
120654,,,,,,,,,0,1206,1206541098
120654,,,,,,,,,0,1206,1206541097
120654,,,,,,,,,0,1206,1206541118
120654,,,,,,,,,0,1206,1206541025
120654,,,,,,,,,0,1206,1206541133
120654,,,,,,,,,0,1206,1206541026
120656,,,,,,,,,0,1206,1206561167
120656,,,,,,,,,0,1206,1206561035
120657,,,,,,,,,0,1206,1206571156
120658,,,,,,,,,0,1206,1206581156
120654,,,,,,,,,0,1206,1206541128
120654,,,,,,,,,0,1206,1206541021
120658,,,,,,,,,0,1206,1206581051
120654,,,,,,,,,0,1206,1206541027
120655,,,,,,,,,0,1206,1206551031
120659,,,,,,,,,0,1206,1206591156
120656,,,,,,,,,0,1206,1206561009
120659,,,,,,,,,0,1206,1206591054
120654,,,,,,,,,0,1206,1206541022
120659,,,,,,,,,0,1206,1206591175
120659,,,,,,,,,0,1206,1206591053
120655,,,,,,,,,0,1206,1206551133
120655,,,,,,,,,0,1206,1206551143
120655,,,,,,,,,0,1206,1206551138
120655,,,,,,,,,0,1206,1206551030
120655,,,,,,,,,0,1206,1206551136
120656,,,,,,,,,0,1206,1206561156
120656,,,,,,,,,0,1206,1206561148
120656,,,,,,,,,0,1206,1206561162
120655,,,,,,,,,0,1206,1206551041
120655,,,,,,,,,0,1206,1206551139
120655,,,,,,,,,0,1206,1206551137
120656,,,,,,,,,0,1206,1206561041
120656,,,,,,,,,0,1206,1206561040
120657,,,,,,,,,0,1206,120657
120504,,,,,,,,,1,1205,1205041167
120504,,,,,,,,,1,1205,1205041031
120502,,,,,,,,,1,1205,1205021063
120502,,,,,,,,,1,1205,1205021024
120503,,,,,,,,,1,1205,1205031048
120502,,,,,,,,,1,1205,1205021166
120504,,,,,,,,,1,1205,1205041004
120502,,,,,,,,,1,1205,1205021048
120402,,,,,,,,,1,1204,1204021035
120504,,,,,,,,,1,1205,1205041033
120504,,,,,,,,,1,1205,1205041065
120505,,,,,,,,,1,1205,1205051045
120505,,,,,,,,,1,1205,1205051130
120505,,,,,,,,,1,1205,1205051166
120506,,,,,,,,,1,1205,1205061009
120505,,,,,,,,,1,1205,1205051063
120506,,,,,,,,,1,1205,1205061033
120505,,,,,,,,,1,1205,1205051050
120505,,,,,,,,,1,1205,1205051169
120506,,,,,,,,,1,1205,1205061143
120506,,,,,,,,,1,1205,1205061136
120506,,,,,,,,,1,1205,1205061175
120506,,,,,,,,,1,1205,1205061007
120507,,,,,,,,,1,1205,1205071043
120506,,,,,,,,,1,1205,1205061081
120654,,,,,Combined Terminal Tractor,KSO -Combined Terminal Tractor,,,1,1210,1206541060
121002,,,,,Dermaga Baja,KSO -Dermaga Baja,,,1,1210,1210021070
120504,,,,,Fix Jib Crane,AT -Fix Jib Crane,,,1,1205,1205041085
120504,,,,,Mobile Crane,AT -Mobile Crane,,,1,1205,1205041092
120504,,,,,Rubber Tyred Gantry Crane,AT -Rubber Tyred Gantry Crane,,,1,1205,1205041098
120404,,,,,Riol / Selokan,PI -Riol / Selokan,,,1,1204,1204041054
120402,,,,,Dermaga Baja,PI -Dermaga Baja,,,1,1204,1204021070
120402,,,,,Catwalk,PI -Catwalk,,,1,1204,1204021076
120402,,,,,Sarana Bantuan Navigasi,PI -Sarana Bantuan Navigasi,,,1,1204,1204021082
121006,,,,,Reception Facilities Semi Permanen,KSO -Reception Facilities Semi Permanen,,,1,1210,1210061165
